group_ID,site,week_time,date,weather,time_block,hours_spent_on_site,start_time,activity,sex,age,dogs,dog_size,observer,confirmed,group_size,people_per_hour
PP_JU26_12pm_10,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,F,A,0,NA,NL,Y,1,932
PP_JU26_12pm_11,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_11,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_11,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_12,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_12,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,F,A,0,NA,NL,Y,2,932
PP_JU26_12pm_13,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,M,A,0,NA,NL,Y,1,932
PP_JU26_12pm_14,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,F,A,0,NA,NL,Y,2,932
PP_JU26_12pm_14,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,F,A,0,NA,NL,Y,2,932
PP_JU26_12pm_15,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,M,A,0,NA,NL,Y,1,932
PP_JU26_12pm_16,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_16,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_16,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_17,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,walk,M,A,0,NA,NL,Y,1,932
PP_JU26_12pm_18,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,run,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_18,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,run,F,A,0,NA,NL,Y,2,932
PP_JU26_12pm_19,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,run,M,A,0,NA,NL,Y,1,932
PP_JU26_12pm_20,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,run,M,A,0,NA,NL,Y,1,932
PP_JU26_12pm_21,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,run,M,A,0,NA,NL,Y,1,932
PP_JU26_12pm_22,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,run,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_22,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,run,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_23,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,run,F,A,0,NA,NL,Y,2,932
PP_JU26_12pm_23,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,run,U,C,0,NA,NL,Y,2,932
PP_JU26_12pm_24,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,1,932
PP_JU26_12pm_25,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_25,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_25,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,4,932
PP_JU26_12pm_25,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,4,932
PP_JU26_12pm_26,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,6,932
PP_JU26_12pm_26,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,6,932
PP_JU26_12pm_26,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,6,932
PP_JU26_12pm_26,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,6,932
PP_JU26_12pm_26,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,6,932
PP_JU26_12pm_26,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,6,932
PP_JU26_12pm_27,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,1,932
PP_JU26_12pm_28,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,8,932
PP_JU26_12pm_28,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,8,932
PP_JU26_12pm_28,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,8,932
PP_JU26_12pm_28,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,8,932
PP_JU26_12pm_28,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,8,932
PP_JU26_12pm_28,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,8,932
PP_JU26_12pm_28,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,8,932
PP_JU26_12pm_28,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,C,0,NA,NL,Y,8,932
PP_JU26_12pm_29,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_29,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_29,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,C,0,NA,NL,Y,3,932
PP_JU26_12pm_30,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_30,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_30,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,C,0,NA,NL,Y,3,932
PP_JU26_12pm_31,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,9,932
PP_JU26_12pm_31,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,9,932
PP_JU26_12pm_31,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,9,932
PP_JU26_12pm_31,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,9,932
PP_JU26_12pm_31,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,9,932
PP_JU26_12pm_31,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,9,932
PP_JU26_12pm_31,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,9,932
PP_JU26_12pm_31,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,9,932
PP_JU26_12pm_31,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,9,932
PP_JU26_12pm_32,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_32,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_33,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,1,932
PP_JU26_12pm_34,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,8,932
PP_JU26_12pm_34,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,8,932
PP_JU26_12pm_34,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,8,932
PP_JU26_12pm_34,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,8,932
PP_JU26_12pm_34,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,8,932
PP_JU26_12pm_34,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,8,932
PP_JU26_12pm_34,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,C,0,NA,NL,Y,8,932
PP_JU26_12pm_34,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,C,0,NA,NL,Y,8,932
PP_JU26_12pm_35,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,2,932
PP_JU26_12pm_35,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,2,932
PP_JU26_12pm_36,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_36,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,4,932
PP_JU26_12pm_36,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,4,932
PP_JU26_12pm_36,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,C,0,NA,NL,Y,4,932
PP_JU26_12pm_37,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,1,932
PP_JU26_12pm_38,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,1,932
PP_JU26_12pm_39,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,5,932
PP_JU26_12pm_39,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,5,932
PP_JU26_12pm_39,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,5,932
PP_JU26_12pm_39,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,5,932
PP_JU26_12pm_39,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,C,0,NA,NL,Y,5,932
PP_JU26_12pm_40,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,8,932
PP_JU26_12pm_40,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,8,932
PP_JU26_12pm_40,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,8,932
PP_JU26_12pm_40,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,8,932
PP_JU26_12pm_40,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,8,932
PP_JU26_12pm_40,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,8,932
PP_JU26_12pm_40,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,U,C,0,NA,NL,Y,8,932
PP_JU26_12pm_40,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,U,C,0,NA,NL,Y,8,932
PP_JU26_12pm_41,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,5,932
PP_JU26_12pm_41,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,5,932
PP_JU26_12pm_41,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,5,932
PP_JU26_12pm_41,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,5,932
PP_JU26_12pm_41,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,5,932
PP_JU26_12pm_42,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_42,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_42,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_43,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_43,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_43,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_44,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,7,932
PP_JU26_12pm_44,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,7,932
PP_JU26_12pm_44,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,7,932
PP_JU26_12pm_44,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,7,932
PP_JU26_12pm_44,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,7,932
PP_JU26_12pm_44,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,7,932
PP_JU26_12pm_44,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,7,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,14,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,14,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,14,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,14,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,14,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,14,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,14,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,14,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,14,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,14,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,14,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,14,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,14,932
PP_JU26_12pm_45,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,C,0,NA,NL,Y,14,932
PP_JU26_12pm_46,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_46,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_47,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,1,932
PP_JU26_12pm_48,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_48,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_48,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_48,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,4,932
PP_JU26_12pm_49,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_49,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,C,0,NA,NL,Y,2,932
PP_JU26_12pm_50,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_50,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_50,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,C,0,NA,NL,Y,3,932
PP_JU26_12pm_51,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_51,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_52,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_52,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,2,932
PP_JU26_12pm_53,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_53,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,2,932
PP_JU26_12pm_54,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_54,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_55,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,1,932
PP_JU26_12pm_56,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_56,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,2,932
PP_JU26_12pm_57,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,1,932
PP_JU26_12pm_58,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,1,932
PP_JU26_12pm_59,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_59,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_59,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_59,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_60,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_60,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_60,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_61,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,6,932
PP_JU26_12pm_61,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,6,932
PP_JU26_12pm_61,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,6,932
PP_JU26_12pm_61,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,6,932
PP_JU26_12pm_61,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,6,932
PP_JU26_12pm_61,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,6,932
PP_JU26_12pm_62,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,5,932
PP_JU26_12pm_62,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,5,932
PP_JU26_12pm_62,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,5,932
PP_JU26_12pm_62,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,5,932
PP_JU26_12pm_62,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,C,0,NA,NL,Y,5,932
PP_JU26_12pm_63,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,2,932
PP_JU26_12pm_63,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,C,0,NA,NL,Y,2,932
PP_JU26_12pm_64,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,1,932
PP_JU26_12pm_65,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,2,932
PP_JU26_12pm_65,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,C,0,NA,NL,Y,2,932
PP_JU26_12pm_66,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,1,932
PP_JU26_12pm_67,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_67,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_67,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,C,0,NA,NL,Y,3,932
PP_JU26_12pm_68,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_68,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_68,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_68,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,4,932
PP_JU26_12pm_69,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_69,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_69,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_70,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,1,932
PP_JU26_12pm_71,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,9,932
PP_JU26_12pm_71,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,9,932
PP_JU26_12pm_71,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,9,932
PP_JU26_12pm_71,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,9,932
PP_JU26_12pm_71,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,9,932
PP_JU26_12pm_71,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,9,932
PP_JU26_12pm_71,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,9,932
PP_JU26_12pm_71,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,U,C,0,NA,NL,Y,9,932
PP_JU26_12pm_71,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,U,C,0,NA,NL,Y,9,932
PP_JU26_12pm_72,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_72,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_72,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_73,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,3,932
PP_JU26_12pm_73,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,3,932
PP_JU26_12pm_73,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,C,0,NA,NL,Y,3,932
PP_JU26_12pm_74,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,4,932
PP_JU26_12pm_74,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,4,932
PP_JU26_12pm_74,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,4,932
PP_JU26_12pm_74,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,F,A,0,NA,NL,Y,4,932
PP_JU26_12pm_75,PP,WD,07-26-2024,sunny,12:00:00,0.25,12:00:00,wheels,M,A,0,NA,NL,Y,1,932
